Timestamp,Device,Power_Consumption_Watt
2025-04-24 06:00:00,Heater,1418
2025-04-24 07:00:00,Fridge,160
2025-04-24 07:00:00,Washing machine,543
2025-04-24 07:00:00,TV,221
2025-04-24 07:00:00,Laptop,33
2025-04-24 07:00:00,Heater,1311
2025-04-24 08:00:00,Fridge,129
2025-04-24 08:00:00,Washing machine,971
2025-04-24 08:00:00,TV,172
2025-04-24 08:00:00,Laptop,87
2025-04-24 08:00:00,Heater,1250
2025-04-24 09:00:00,Fridge,101
2025-04-24 09:00:00,Washing machine,739
2025-04-24 09:00:00,TV,233
2025-04-24 09:00:00,Laptop,85
2025-04-24 09:00:00,Heater,1929
2025-04-24 10:00:00,Fridge,197
2025-04-24 10:00:00,Washing machine,1199
2025-04-24 10:00:00,TV,157
2025-04-24 10:00:00,Laptop,68
2025-04-24 10:00:00,Heater,1220
2025-04-24 11:00:00,Fridge,155
2025-04-24 11:00:00,Washing machine,509
2025-04-24 11:00:00,TV,124
2025-04-24 11:00:00,Laptop,33
2025-04-24 11:00:00,Heater,1954
2025-04-24 12:00:00,Fridge,120
2025-04-24 12:00:00,Washing machine,1481
2025-04-24 12:00:00,TV,156
2025-04-24 12:00:00,Laptop,56
2025-04-24 12:00:00,Heater,1611
2025-04-24 13:00:00,Fridge,143
2025-04-24 13:00:00,Washing machine,740
2025-04-24 13:00:00,TV,251
2025-04-24 13:00:00,Laptop,33
2025-04-24 13:00:00,Heater,1680
2025-04-24 14:00:00,Fridge,122
2025-04-24 14:00:00,Washing machine,587
2025-04-24 14:00:00,TV,161
2025-04-24 14:00:00,Laptop,87
2025-04-24 14:00:00,Heater,1856
2025-04-24 15:00:00,Fridge,134
2025-04-24 15:00:00,Washing machine,1279
2025-04-24 15:00:00,TV,209
2025-04-24 15:00:00,Laptop,51
2025-04-24 15:00:00,Heater,1747
2025-04-24 16:00:00,Fridge,173
2025-04-24 16:00:00,Washing machine,616
2025-04-24 16:00:00,TV,267
2025-04-24 16:00:00,Laptop,49
2025-04-24 16:00:00,Heater,1377
2025-04-24 17:00:00,Fridge,130
2025-04-24 17:00:00,Washing machine,1324
2025-04-24 17:00:00,TV,146
2025-04-24 17:00:00,Laptop,39
2025-04-24 17:00:00,Heater,1944
2025-04-24 18:00:00,Fridge,164
2025-04-24 18:00:00,Washing machine,982
2025-04-24 18:00:00,TV,141
2025-04-24 18:00:00,Laptop,76
2025-04-24 18:00:00,Heater,1374
2025-04-24 19:00:00,Fridge,136
2025-04-24 19:00:00,Washing machine,722
2025-04-24 19:00:00,TV,278
2025-04-24 19:00:00,Laptop,52
2025-04-24 19:00:00,Heater,1737
2025-04-24 20:00:00,Fridge,108
2025-04-24 20:00:00,Washing machine,1491
2025-04-24 20:00:00,TV,121
2025-04-24 20:00:00,Laptop,59
2025-04-24 20:00:00,Heater,1757
2025-04-24 21:00:00,Fridge,184
2025-04-24 21:00:00,Washing machine,684
2025-04-24 21:00:00,TV,132
2025-04-24 21:00:00,Laptop,35
2025-04-24 21:00:00,Heater,1199
2025-04-24 22:00:00,Fridge,188
2025-04-24 22:00:00,Washing machine,927
2025-04-24 22:00:00,TV,156
2025-04-24 22:00:00,Laptop,32
2025-04-24 22:00:00,Heater,1331
2025-04-24 23:00:00,Fridge,171
2025-04-24 23:00:00,Washing machine,1047
2025-04-24 23:00:00,TV,206
2025-04-24 23:00:00,Laptop,30
2025-04-24 23:00:00,Heater,1815
2025-04-25 00:00:00,Fridge,100
2025-04-25 00:00:00,Washing machine,906
2025-04-25 00:00:00,TV,118
2025-04-25 00:00:00,Laptop,39
2025-04-25 00:00:00,Heater,1505
2025-04-25 01:00:00,Fridge,118
2025-04-25 01:00:00,Washing machine,1273
2025-04-25 01:00:00,TV,120
2025-04-25 01:00:00,Laptop,40
2025-04-25 01:00:00,Heater,1054
2025-04-25 02:00:00,Fridge,151
2025-04-25 02:00:00,Washing machine,1307
2025-04-25 02:00:00,TV,255
2025-04-25 02:00:00,Laptop,83
2025-04-25 02:00:00,Heater,1469
2025-04-25 03:00:00,Fridge,198
2025-04-25 03:00:00,Washing machine,1382
2025-04-25 03:00:00,TV,187
2025-04-25 03:00:00,Laptop,34
2025-04-25 03:00:00,Heater,1258
2025-04-25 04:00:00,Fridge,149
2025-04-25 04:00:00,Washing machine,757
2025-04-25 04:00:00,TV,134
2025-04-25 04:00:00,Laptop,66
2025-04-25 04:00:00,Heater,1538
2025-04-25 05:00:00,Fridge,118
2025-04-25 05:00:00,Washing machine,725
2025-04-25 05:00:00,TV,205
2025-04-25 05:00:00,Laptop,60
2025-04-25 05:00:00,Heater,1238
2025-04-25 06:00:00,Fridge,158
2025-04-25 06:00:00,Washing machine,1334
2025-04-25 06:00:00,TV,125
2025-04-25 06:00:00,Laptop,70
2025-04-25 06:00:00,Heater,1265
2025-04-25 07:00:00,Fridge,106
2025-04-25 07:00:00,Washing machine,827
2025-04-25 07:00:00,TV,198
2025-04-25 07:00:00,Laptop,55
2025-04-25 07:00:00,Heater,1179
2025-04-25 08:00:00,Fridge,123
2025-04-25 08:00:00,Washing machine,988
2025-04-25 08:00:00,TV,106
2025-04-25 08:00:00,Laptop,41
2025-04-25 08:00:00,Heater,1365
2025-04-25 09:00:00,Fridge,157
2025-04-25 09:00:00,Washing machine,1119
2025-04-25 09:00:00,TV,165
2025-04-25 09:00:00,Laptop,84
2025-04-25 09:00:00,Heater,1340
2025-04-25 10:00:00,Fridge,192
2025-04-25 10:00:00,Washing machine,751
2025-04-25 10:00:00,TV,197
2025-04-25 10:00:00,Laptop,71
2025-04-25 10:00:00,Heater,1120
2025-04-25 11:00:00,Fridge,121
2025-04-25 11:00:00,Washing machine,1172
2025-04-25 11:00:00,TV,138
2025-04-25 11:00:00,Laptop,89
2025-04-25 11:00:00,Heater,1637
2025-04-25 12:00:00,Fridge,186
2025-04-25 12:00:00,Washing machine,838
2025-04-25 12:00:00,TV,103
2025-04-25 12:00:00,Laptop,57
2025-04-25 12:00:00,Heater,1365
2025-04-25 13:00:00,Fridge,121
2025-04-25 13:00:00,Washing machine,1019
2025-04-25 13:00:00,TV,104
2025-04-25 13:00:00,Laptop,52
2025-04-25 13:00:00,Heater,1601
2025-04-25 14:00:00,Fridge,131
2025-04-25 14:00:00,Washing machine,665
2025-04-25 14:00:00,TV,135
2025-04-25 14:00:00,Laptop,52
2025-04-25 14:00:00,Heater,1049
2025-04-25 15:00:00,Fridge,165
2025-04-25 15:00:00,Washing machine,1328
2025-04-25 15:00:00,TV,272
2025-04-25 15:00:00,Laptop,49
2025-04-25 15:00:00,Heater,1220
2025-04-25 16:00:00,Fridge,190
2025-04-25 16:00:00,Washing machine,987
2025-04-25 16:00:00,TV,232
2025-04-25 16:00:00,Laptop,89
2025-04-25 16:00:00,Heater,1762
2025-04-25 17:00:00,Fridge,162
2025-04-25 17:00:00,Washing machine,781
2025-04-25 17:00:00,TV,182
2025-04-25 17:00:00,Laptop,66
2025-04-25 17:00:00,Heater,1129
2025-04-25 18:00:00,Fridge,168
2025-04-25 18:00:00,Washing machine,1371
2025-04-25 18:00:00,TV,227
2025-04-25 18:00:00,Laptop,34
2025-04-25 18:00:00,Heater,1086
2025-04-25 19:00:00,Fridge,151
2025-04-25 19:00:00,Washing machine,1374
2025-04-25 19:00:00,TV,160
2025-04-25 19:00:00,Laptop,82
2025-04-25 19:00:00,Heater,1740
2025-04-25 20:00:00,Fridge,162
2025-04-25 20:00:00,Washing machine,608
2025-04-25 20:00:00,TV,107
2025-04-25 20:00:00,Laptop,36
2025-04-25 20:00:00,Heater,1900
2025-04-25 21:00:00,Fridge,172
2025-04-25 21:00:00,Washing machine,1050
2025-04-25 21:00:00,TV,187
2025-04-25 21:00:00,Laptop,67
2025-04-25 21:00:00,Heater,1542
2025-04-25 22:00:00,Fridge,172
2025-04-25 22:00:00,Washing machine,1059
2025-04-25 22:00:00,TV,183
2025-04-25 22:00:00,Laptop,82
2025-04-25 22:00:00,Heater,1173
2025-04-25 23:00:00,Fridge,117
2025-04-25 23:00:00,Washing machine,1353
2025-04-25 23:00:00,TV,292
2025-04-25 23:00:00,Laptop,47
2025-04-25 23:00:00,Heater,1729
2025-04-26 00:00:00,Fridge,102
2025-04-26 00:00:00,Washing machine,1085
2025-04-26 00:00:00,TV,171
2025-04-26 00:00:00,Laptop,47
2025-04-26 00:00:00,Heater,1129
2025-04-26 01:00:00,Fridge,112
2025-04-26 01:00:00,Washing machine,1019
2025-04-26 01:00:00,TV,193
2025-04-26 01:00:00,Laptop,58
2025-04-26 01:00:00,Heater,1853
2025-04-26 02:00:00,Fridge,178
2025-04-26 02:00:00,Washing machine,990
2025-04-26 02:00:00,TV,175
2025-04-26 02:00:00,Laptop,68
2025-04-26 02:00:00,Heater,1171
2025-04-26 03:00:00,Fridge,115
2025-04-26 03:00:00,Washing machine,1011
2025-04-26 03:00:00,TV,207
2025-04-26 03:00:00,Laptop,76
2025-04-26 03:00:00,Heater,1922
2025-04-26 04:00:00,Fridge,169
2025-04-26 04:00:00,Washing machine,586
2025-04-26 04:00:00,TV,113
2025-04-26 04:00:00,Laptop,44
2025-04-26 04:00:00,Heater,1932
2025-04-26 05:00:00,Fridge,143
2025-04-26 05:00:00,Washing machine,529
2025-04-26 05:00:00,TV,168
2025-04-26 05:00:00,Laptop,69
2025-04-26 05:00:00,Heater,1730
2025-04-26 06:00:00,Fridge,156
2025-04-26 06:00:00,Washing machine,1223
2025-04-26 06:00:00,TV,269
2025-04-26 06:00:00,Laptop,45
2025-04-26 06:00:00,Heater,1911
2025-04-26 07:00:00,Fridge,147
2025-04-26 07:00:00,Washing machine,1122
2025-04-26 07:00:00,TV,170
2025-04-26 07:00:00,Laptop,53
2025-04-26 07:00:00,Heater,1879
2025-04-26 08:00:00,Fridge,151
2025-04-26 08:00:00,Washing machine,984
2025-04-26 08:00:00,TV,187
2025-04-26 08:00:00,Laptop,80
2025-04-26 08:00:00,Heater,1074
2025-04-26 09:00:00,Fridge,171
2025-04-26 09:00:00,Washing machine,922
2025-04-26 09:00:00,TV,272
2025-04-26 09:00:00,Laptop,81
2025-04-26 09:00:00,Heater,1836
2025-04-26 10:00:00,Fridge,101
2025-04-26 10:00:00,Washing machine,1181
2025-04-26 10:00:00,TV,212
2025-04-26 10:00:00,Laptop,56
2025-04-26 10:00:00,Heater,1131
2025-04-26 11:00:00,Fridge,137
2025-04-26 11:00:00,Washing machine,1322
2025-04-26 11:00:00,TV,246
2025-04-26 11:00:00,Laptop,67
2025-04-26 11:00:00,Heater,1183
2025-04-26 12:00:00,Fridge,172
2025-04-26 12:00:00,Washing machine,603
2025-04-26 12:00:00,TV,146
2025-04-26 12:00:00,Laptop,49
2025-04-26 12:00:00,Heater,1580
2025-04-26 13:00:00,Fridge,156
2025-04-26 13:00:00,Washing machine,813
2025-04-26 13:00:00,TV,173
2025-04-26 13:00:00,Laptop,30
2025-04-26 13:00:00,Heater,1532
2025-04-26 14:00:00,Fridge,165
2025-04-26 14:00:00,Washing machine,1420
2025-04-26 14:00:00,TV,240
2025-04-26 14:00:00,Laptop,31
2025-04-26 14:00:00,Heater,1412
2025-04-26 15:00:00,Fridge,119
2025-04-26 15:00:00,Washing machine,699
2025-04-26 15:00:00,TV,197
2025-04-26 15:00:00,Laptop,84
2025-04-26 15:00:00,Heater,1798
2025-04-26 16:00:00,Fridge,197
2025-04-26 16:00:00,Washing machine,1194
2025-04-26 16:00:00,TV,261
2025-04-26 16:00:00,Laptop,60
2025-04-26 16:00:00,Heater,1359
2025-04-26 17:00:00,Fridge,199
2025-04-26 17:00:00,Washing machine,676
2025-04-26 17:00:00,TV,265
2025-04-26 17:00:00,Laptop,72
2025-04-26 17:00:00,Heater,1388
2025-04-26 18:00:00,Fridge,109
2025-04-26 18:00:00,Washing machine,1494
2025-04-26 18:00:00,TV,225
2025-04-26 18:00:00,Laptop,50
2025-04-26 18:00:00,Heater,1421
2025-04-26 19:00:00,Fridge,104
2025-04-26 19:00:00,Washing machine,791
2025-04-26 19:00:00,TV,162
2025-04-26 19:00:00,Laptop,41
2025-04-26 19:00:00,Heater,1578
2025-04-26 20:00:00,Fridge,139
2025-04-26 20:00:00,Washing machine,519
2025-04-26 20:00:00,TV,133
2025-04-26 20:00:00,Laptop,42
2025-04-26 20:00:00,Heater,1631
2025-04-26 21:00:00,Fridge,163
2025-04-26 21:00:00,Washing machine,1266
2025-04-26 21:00:00,TV,148
2025-04-26 21:00:00,Laptop,81
2025-04-26 21:00:00,Heater,1095
2025-04-26 22:00:00,Fridge,186
2025-04-26 22:00:00,Washing machine,981
2025-04-26 22:00:00,TV,244
2025-04-26 22:00:00,Laptop,87
2025-04-26 22:00:00,Heater,1223
2025-04-26 23:00:00,Fridge,158
2025-04-26 23:00:00,Washing machine,1449
2025-04-26 23:00:00,TV,253
2025-04-26 23:00:00,Laptop,46
2025-04-26 23:00:00,Heater,1080
2025-04-27 00:00:00,Fridge,111
2025-04-27 00:00:00,Washing machine,1415
2025-04-27 00:00:00,TV,203
2025-04-27 00:00:00,Laptop,83
2025-04-27 00:00:00,Heater,1313
2025-04-27 01:00:00,Fridge,142
2025-04-27 01:00:00,Washing machine,840
2025-04-27 01:00:00,TV,201
2025-04-27 01:00:00,Laptop,44
2025-04-27 01:00:00,Heater,1137
2025-04-27 02:00:00,Fridge,155
2025-04-27 02:00:00,Washing machine,648
2025-04-27 02:00:00,TV,137
2025-04-27 02:00:00,Laptop,49
2025-04-27 02:00:00,Heater,1171
2025-04-27 03:00:00,Fridge,185
2025-04-27 03:00:00,Washing machine,688
2025-04-27 03:00:00,TV,113
2025-04-27 03:00:00,Laptop,64
2025-04-27 03:00:00,Heater,1085
2025-04-27 04:00:00,Fridge,187
2025-04-27 04:00:00,Washing machine,583
2025-04-27 04:00:00,TV,101
2025-04-27 04:00:00,Laptop,68
2025-04-27 04:00:00,Heater,1611
2025-04-27 05:00:00,Fridge,184
2025-04-27 05:00:00,Washing machine,1156
2025-04-27 05:00:00,TV,201
2025-04-27 05:00:00,Laptop,83
2025-04-27 05:00:00,Heater,1870
2025-04-27 06:00:00,Fridge,165
2025-04-27 06:00:00,Washing machine,592
2025-04-27 06:00:00,TV,191
2025-04-27 06:00:00,Laptop,31
2025-04-27 06:00:00,Heater,1258
2025-04-27 07:00:00,Fridge,189
2025-04-27 07:00:00,Washing machine,926
2025-04-27 07:00:00,TV,104
2025-04-27 07:00:00,Laptop,30
2025-04-27 07:00:00,Heater,1647
2025-04-27 08:00:00,Fridge,178
2025-04-27 08:00:00,Washing machine,757
2025-04-27 08:00:00,TV,100
2025-04-27 08:00:00,Laptop,61
2025-04-27 08:00:00,Heater,1639
2025-04-27 09:00:00,Fridge,184
2025-04-27 09:00:00,Washing machine,973
2025-04-27 09:00:00,TV,214
2025-04-27 09:00:00,Laptop,51
2025-04-27 09:00:00,Heater,1548
2025-04-27 10:00:00,Fridge,143
2025-04-27 10:00:00,Washing machine,1167
2025-04-27 10:00:00,TV,197
2025-04-27 10:00:00,Laptop,34
2025-04-27 10:00:00,Heater,1093
2025-04-27 11:00:00,Fridge,195
2025-04-27 11:00:00,Washing machine,1243
2025-04-27 11:00:00,TV,290
2025-04-27 11:00:00,Laptop,34
2025-04-27 11:00:00,Heater,1227
2025-04-27 12:00:00,Fridge,152
2025-04-27 12:00:00,Washing machine,1191
2025-04-27 12:00:00,TV,146
2025-04-27 12:00:00,Laptop,56
2025-04-27 12:00:00,Heater,1773
2025-04-27 13:00:00,Fridge,197
2025-04-27 13:00:00,Washing machine,1144
2025-04-27 13:00:00,TV,165
2025-04-27 13:00:00,Laptop,71
2025-04-27 13:00:00,Heater,1997
2025-04-27 14:00:00,Fridge,137
2025-04-27 14:00:00,Washing machine,930
2025-04-27 14:00:00,TV,115
2025-04-27 14:00:00,Laptop,32
2025-04-27 14:00:00,Heater,1946
2025-04-27 15:00:00,Fridge,195
2025-04-27 15:00:00,Washing machine,932
2025-04-27 15:00:00,TV,118
2025-04-27 15:00:00,Laptop,44
2025-04-27 15:00:00,Heater,1495
2025-04-27 16:00:00,Fridge,132
2025-04-27 16:00:00,Washing machine,839
2025-04-27 16:00:00,TV,252
2025-04-27 16:00:00,Laptop,62
2025-04-27 16:00:00,Heater,1465
2025-04-27 17:00:00,Fridge,179
2025-04-27 17:00:00,Washing machine,751
2025-04-27 17:00:00,TV,110
2025-04-27 17:00:00,Laptop,75
2025-04-27 17:00:00,Heater,1215
2025-04-27 18:00:00,Fridge,152
2025-04-27 18:00:00,Washing machine,1094
2025-04-27 18:00:00,TV,198
2025-04-27 18:00:00,Laptop,80
2025-04-27 18:00:00,Heater,1660
2025-04-27 19:00:00,Fridge,195
2025-04-27 19:00:00,Washing machine,1402
2025-04-27 19:00:00,TV,253
2025-04-27 19:00:00,Laptop,64
2025-04-27 19:00:00,Heater,1286
2025-04-27 20:00:00,Fridge,111
