Timestamp,Power_Consumption_Watt,Hour,Day,Weekday,Is_Weekend,Device_Fridge,Device_Heater,Device_Laptop,Device_TV,Device_Washing machine,Power_Normalized
2025-04-22 12:00:00,242,12,22,1,0,False,False,False,True,False,0.1077783426537875
2025-04-22 12:00:00,85,12,22,1,0,False,False,True,False,False,0.027961362480935434
2025-04-22 12:00:00,1832,12,22,1,0,False,True,False,False,False,0.9161159125571937
2025-04-22 13:00:00,198,13,22,1,0,True,False,False,False,False,0.08540925266903915
2025-04-22 13:00:00,777,13,22,1,0,False,False,False,False,True,0.3797661413319776
2025-04-22 13:00:00,279,13,22,1,0,False,False,False,True,False,0.1265887137773259
2025-04-22 13:00:00,85,13,22,1,0,False,False,True,False,False,0.027961362480935434
2025-04-22 13:00:00,1068,13,22,1,0,False,True,False,False,False,0.5277071682765634
2025-04-22 14:00:00,140,14,22,1,0,True,False,False,False,False,0.055922724961870875
2025-04-22 14:00:00,704,14,22,1,0,False,False,False,False,True,0.3426537874936451
2025-04-22 14:00:00,160,14,22,1,0,False,False,False,True,False,0.0660904931367565
2025-04-22 14:00:00,60,14,22,1,0,False,False,True,False,False,0.015251652262328419
2025-04-22 14:00:00,1389,14,22,1,0,False,True,False,False,False,0.6908998474834774
2025-04-22 15:00:00,123,15,22,1,0,True,False,False,False,False,0.047280122013218094
2025-04-22 15:00:00,769,15,22,1,0,False,False,False,False,True,0.3756990340620234
2025-04-22 15:00:00,139,15,22,1,0,False,False,False,True,False,0.05541433655312659
2025-04-22 15:00:00,80,15,22,1,0,False,False,True,False,False,0.025419420437214034
2025-04-22 15:00:00,1453,15,22,1,0,False,True,False,False,False,0.7234367056431114
2025-04-22 16:00:00,191,16,22,1,0,True,False,False,False,False,0.08185053380782918
2025-04-22 16:00:00,1306,16,22,1,0,False,False,False,False,True,0.6487036095577021
2025-04-22 16:00:00,241,16,22,1,0,False,False,False,True,False,0.10726995424504322
2025-04-22 16:00:00,35,16,22,1,0,False,False,True,False,False,0.002541942043721405
2025-04-22 16:00:00,1665,16,22,1,0,False,True,False,False,False,0.8312150482968989
2025-04-22 17:00:00,108,17,22,1,0,True,False,False,False,False,0.03965429588205389
2025-04-22 17:00:00,1388,17,22,1,0,False,False,False,False,True,0.6903914590747331
2025-04-22 17:00:00,249,17,22,1,0,False,False,False,True,False,0.11133706151499748
2025-04-22 17:00:00,75,17,22,1,0,False,False,True,False,False,0.022877478393492627
2025-04-22 17:00:00,1732,17,22,1,0,False,True,False,False,False,0.8652770716827657
2025-04-22 18:00:00,166,18,22,1,0,True,False,False,False,False,0.06914082358922218
2025-04-22 18:00:00,1003,18,22,1,0,False,False,False,False,True,0.49466192170818507
2025-04-22 18:00:00,156,18,22,1,0,False,False,False,True,False,0.06405693950177936
2025-04-22 18:00:00,37,18,22,1,0,False,False,True,False,False,0.003558718861209965
2025-04-22 18:00:00,1533,18,22,1,0,False,True,False,False,False,0.7641077783426539
2025-04-22 19:00:00,115,19,22,1,0,True,False,False,False,False,0.043213014743263854
2025-04-22 19:00:00,1307,19,22,1,0,False,False,False,False,True,0.6492119979664464
2025-04-22 19:00:00,114,19,22,1,0,False,False,False,True,False,0.042704626334519574
2025-04-22 19:00:00,32,19,22,1,0,False,False,True,False,False,0.0010167768174885617
2025-04-22 19:00:00,1109,19,22,1,0,False,True,False,False,False,0.5485510930350789
2025-04-22 20:00:00,103,20,22,1,0,True,False,False,False,False,0.03711235383833249
2025-04-22 20:00:00,720,20,22,1,0,False,False,False,False,True,0.3507880020335536
2025-04-22 20:00:00,196,20,22,1,0,False,False,False,True,False,0.08439247585155059
2025-04-22 20:00:00,55,20,22,1,0,False,False,True,False,False,0.012709710218607015
2025-04-22 20:00:00,1679,20,22,1,0,False,True,False,False,False,0.8383324860193188
2025-04-22 21:00:00,185,21,22,1,0,True,False,False,False,False,0.0788002033553635
2025-04-22 21:00:00,661,21,22,1,0,False,False,False,False,True,0.32079308591764105
2025-04-22 21:00:00,291,21,22,1,0,False,False,False,True,False,0.13268937468225725
2025-04-22 21:00:00,59,21,22,1,0,False,False,True,False,False,0.014743263853584139
2025-04-22 21:00:00,1180,21,22,1,0,False,True,False,False,False,0.5846466700559227
2025-04-22 22:00:00,171,22,22,1,0,True,False,False,False,False,0.07168276563294358
2025-04-22 22:00:00,1055,22,22,1,0,False,False,False,False,True,0.5210981189628877
2025-04-22 22:00:00,120,22,22,1,0,False,False,False,True,False,0.045754956786985254
2025-04-22 22:00:00,38,22,22,1,0,False,False,True,False,False,0.004067107269954245
2025-04-22 22:00:00,1501,22,22,1,0,False,True,False,False,False,0.7478393492628368
2025-04-22 23:00:00,102,23,22,1,0,True,False,False,False,False,0.03660396542958821
2025-04-22 23:00:00,716,23,22,1,0,False,False,False,False,True,0.3487544483985765
2025-04-22 23:00:00,225,23,22,1,0,False,False,False,True,False,0.09913573970513473
2025-04-22 23:00:00,77,23,22,1,0,False,False,True,False,False,0.023894255210981187
2025-04-22 23:00:00,1272,23,22,1,0,False,True,False,False,False,0.6314184036603966
2025-04-23 00:00:00,163,0,23,2,0,True,False,False,False,False,0.06761565836298933
2025-04-23 00:00:00,516,0,23,2,0,False,False,False,False,True,0.24707676664972042
2025-04-23 00:00:00,235,0,23,2,0,False,False,False,True,False,0.10421962379257754
2025-04-23 00:00:00,85,0,23,2,0,False,False,True,False,False,0.027961362480935434
2025-04-23 00:00:00,1478,0,23,2,0,False,True,False,False,False,0.7361464158617184
2025-04-23 01:00:00,168,1,23,2,0,True,False,False,False,False,0.07015760040671074
2025-04-23 01:00:00,1024,1,23,2,0,False,False,False,False,True,0.505338078291815
2025-04-23 01:00:00,251,1,23,2,0,False,False,False,True,False,0.11235383833248602
2025-04-23 01:00:00,42,1,23,2,0,False,False,True,False,False,0.0061006609049313685
2025-04-23 01:00:00,1465,1,23,2,0,False,True,False,False,False,0.7295373665480428
2025-04-23 02:00:00,197,2,23,2,0,True,False,False,False,False,0.08490086426029488
2025-04-23 02:00:00,687,2,23,2,0,False,False,False,False,True,0.33401118454499235
2025-04-23 02:00:00,106,2,23,2,0,False,False,False,True,False,0.03863751906456533
2025-04-23 02:00:00,45,2,23,2,0,False,False,True,False,False,0.0076258261311642084
2025-04-23 02:00:00,1328,2,23,2,0,False,True,False,False,False,0.6598881545500763
2025-04-23 03:00:00,117,3,23,2,0,True,False,False,False,False,0.044229791560752414
2025-04-23 03:00:00,690,3,23,2,0,False,False,False,False,True,0.3355363497712252
2025-04-23 03:00:00,194,3,23,2,0,False,False,False,True,False,0.08337569903406203
2025-04-23 03:00:00,45,3,23,2,0,False,False,True,False,False,0.0076258261311642084
2025-04-23 03:00:00,1979,3,23,2,0,False,True,False,False,False,0.9908490086426031
2025-04-23 04:00:00,131,4,23,2,0,True,False,False,False,False,0.05134722928317235
2025-04-23 04:00:00,678,4,23,2,0,False,False,False,False,True,0.3294356888662938
2025-04-23 04:00:00,169,4,23,2,0,False,False,False,True,False,0.07066598881545501
2025-04-23 04:00:00,76,4,23,2,0,False,False,True,False,False,0.023385866802236907
2025-04-23 04:00:00,1306,4,23,2,0,False,True,False,False,False,0.6487036095577021
2025-04-23 05:00:00,154,5,23,2,0,True,False,False,False,False,0.0630401626842908
2025-04-23 05:00:00,604,5,23,2,0,False,False,False,False,True,0.2918149466192171
2025-04-23 05:00:00,147,5,23,2,0,False,False,False,True,False,0.05948144382308083
2025-04-23 05:00:00,63,5,23,2,0,False,False,True,False,False,0.01677681748856126
2025-04-23 05:00:00,1142,5,23,2,0,False,True,False,False,False,0.5653279105236401
2025-04-23 06:00:00,136,6,23,2,0,True,False,False,False,False,0.05388917132689374
2025-04-23 06:00:00,1338,6,23,2,0,False,False,False,False,True,0.6649720386375191
2025-04-23 06:00:00,103,6,23,2,0,False,False,False,True,False,0.03711235383833249
2025-04-23 06:00:00,58,6,23,2,0,False,False,True,False,False,0.014234875444839859
2025-04-23 06:00:00,1039,6,23,2,0,False,True,False,False,False,0.5129639044229792
2025-04-23 07:00:00,151,7,23,2,0,True,False,False,False,False,0.06151499745805796
2025-04-23 07:00:00,1429,7,23,2,0,False,False,False,False,True,0.7112353838332487
2025-04-23 07:00:00,220,7,23,2,0,False,False,False,True,False,0.09659379766141332
2025-04-23 07:00:00,54,7,23,2,0,False,False,True,False,False,0.012201321809862735
2025-04-23 07:00:00,1114,7,23,2,0,False,True,False,False,False,0.5510930350788003
2025-04-23 08:00:00,149,8,23,2,0,True,False,False,False,False,0.06049822064056939
2025-04-23 08:00:00,983,8,23,2,0,False,False,False,False,True,0.48449415353329944
2025-04-23 08:00:00,251,8,23,2,0,False,False,False,True,False,0.11235383833248602
2025-04-23 08:00:00,51,8,23,2,0,False,False,True,False,False,0.010676156583629895
2025-04-23 08:00:00,1944,8,23,2,0,False,True,False,False,False,0.9730554143365532
2025-04-23 09:00:00,119,9,23,2,0,True,False,False,False,False,0.045246568378240974
2025-04-23 09:00:00,1040,9,23,2,0,False,False,False,False,True,0.5134722928317235
2025-04-23 09:00:00,237,9,23,2,0,False,False,False,True,False,0.1052364006100661
2025-04-23 09:00:00,63,9,23,2,0,False,False,True,False,False,0.01677681748856126
2025-04-23 09:00:00,1321,9,23,2,0,False,True,False,False,False,0.6563294356888664
2025-04-23 10:00:00,117,10,23,2,0,True,False,False,False,False,0.044229791560752414
2025-04-23 10:00:00,708,10,23,2,0,False,False,False,False,True,0.34468734112862226
2025-04-23 10:00:00,218,10,23,2,0,False,False,False,True,False,0.09557702084392476
2025-04-23 10:00:00,85,10,23,2,0,False,False,True,False,False,0.027961362480935434
2025-04-23 10:00:00,1966,10,23,2,0,False,True,False,False,False,0.9842399593289274
2025-04-23 11:00:00,105,11,23,2,0,True,False,False,False,False,0.03812913065582105
2025-04-23 11:00:00,1380,11,23,2,0,False,False,False,False,True,0.6863243518047789
2025-04-23 11:00:00,240,11,23,2,0,False,False,False,True,False,0.10676156583629894
2025-04-23 11:00:00,74,11,23,2,0,False,False,True,False,False,0.022369089984748347
2025-04-23 11:00:00,1516,11,23,2,0,False,True,False,False,False,0.755465175394001
2025-04-23 12:00:00,191,12,23,2,0,True,False,False,False,False,0.08185053380782918
2025-04-23 12:00:00,1484,12,23,2,0,False,False,False,False,True,0.7391967463141841
2025-04-23 12:00:00,184,12,23,2,0,False,False,False,True,False,0.07829181494661923
2025-04-23 12:00:00,42,12,23,2,0,False,False,True,False,False,0.0061006609049313685
2025-04-23 12:00:00,1540,12,23,2,0,False,True,False,False,False,0.7676664972038638
2025-04-23 13:00:00,152,13,23,2,0,True,False,False,False,False,0.062023385866802234
2025-04-23 13:00:00,1361,13,23,2,0,False,False,False,False,True,0.6766649720386375
2025-04-23 13:00:00,224,13,23,2,0,False,False,False,True,False,0.09862735129639044
2025-04-23 13:00:00,87,13,23,2,0,False,False,True,False,False,0.028978139298423994
2025-04-23 13:00:00,1344,13,23,2,0,False,True,False,False,False,0.6680223690899848
2025-04-23 14:00:00,100,14,23,2,0,True,False,False,False,False,0.03558718861209964
2025-04-23 14:00:00,971,14,23,2,0,False,False,False,False,True,0.47839349262836806
2025-04-23 14:00:00,192,14,23,2,0,False,False,False,True,False,0.08235892221657347
2025-04-23 14:00:00,55,14,23,2,0,False,False,True,False,False,0.012709710218607015
2025-04-23 14:00:00,1680,14,23,2,0,False,True,False,False,False,0.8388408744280631
2025-04-23 15:00:00,147,15,23,2,0,True,False,False,False,False,0.05948144382308083
2025-04-23 15:00:00,1469,15,23,2,0,False,False,False,False,True,0.7315709201830198
2025-04-23 15:00:00,237,15,23,2,0,False,False,False,True,False,0.1052364006100661
2025-04-23 15:00:00,39,15,23,2,0,False,False,True,False,False,0.004575495678698525
2025-04-23 15:00:00,1040,15,23,2,0,False,True,False,False,False,0.5134722928317235
2025-04-23 16:00:00,134,16,23,2,0,True,False,False,False,False,0.05287239450940518
2025-04-23 16:00:00,1089,16,23,2,0,False,False,False,False,True,0.5383833248601932
2025-04-23 16:00:00,151,16,23,2,0,False,False,False,True,False,0.06151499745805796
2025-04-23 16:00:00,58,16,23,2,0,False,False,True,False,False,0.014234875444839859
2025-04-23 16:00:00,1294,16,23,2,0,False,True,False,False,False,0.6426029486527708
2025-04-23 17:00:00,124,17,23,2,0,True,False,False,False,False,0.04778851042196238
2025-04-23 17:00:00,938,17,23,2,0,False,False,False,False,True,0.4616166751398068
2025-04-23 17:00:00,111,17,23,2,0,False,False,False,True,False,0.04117946110828673
2025-04-23 17:00:00,71,17,23,2,0,False,False,True,False,False,0.020843924758515507
2025-04-23 17:00:00,1395,17,23,2,0,False,True,False,False,False,0.693950177935943
2025-04-23 18:00:00,164,18,23,2,0,True,False,False,False,False,0.06812404677173362
2025-04-23 18:00:00,1445,18,23,2,0,False,False,False,False,True,0.7193695983731572
2025-04-23 18:00:00,209,18,23,2,0,False,False,False,True,False,0.09100152516522624
2025-04-23 18:00:00,75,18,23,2,0,False,False,True,False,False,0.022877478393492627
2025-04-23 18:00:00,1104,18,23,2,0,False,True,False,False,False,0.5460091509913574
2025-04-23 19:00:00,192,19,23,2,0,True,False,False,False,False,0.08235892221657347
2025-04-23 19:00:00,1038,19,23,2,0,False,False,False,False,True,0.5124555160142349
2025-04-23 19:00:00,128,19,23,2,0,False,False,False,True,False,0.0498220640569395
2025-04-23 19:00:00,59,19,23,2,0,False,False,True,False,False,0.014743263853584139
2025-04-23 19:00:00,1287,19,23,2,0,False,True,False,False,False,0.6390442297915608
2025-04-23 20:00:00,109,20,23,2,0,True,False,False,False,False,0.04016268429079817
2025-04-23 20:00:00,847,20,23,2,0,False,False,False,False,True,0.41535332994407725
2025-04-23 20:00:00,295,20,23,2,0,False,False,False,True,False,0.13472292831723437
2025-04-23 20:00:00,61,20,23,2,0,False,False,True,False,False,0.0157600406710727
2025-04-23 20:00:00,1659,20,23,2,0,False,True,False,False,False,0.8281647178444332
2025-04-23 21:00:00,158,21,23,2,0,True,False,False,False,False,0.06507371631926792
2025-04-23 21:00:00,672,21,23,2,0,False,False,False,False,True,0.32638535841382815
2025-04-23 21:00:00,208,21,23,2,0,False,False,False,True,False,0.09049313675648196
2025-04-23 21:00:00,48,21,23,2,0,False,False,True,False,False,0.009150991357397052
2025-04-23 21:00:00,1286,21,23,2,0,False,True,False,False,False,0.6385358413828165
2025-04-23 22:00:00,161,22,23,2,0,True,False,False,False,False,0.06659888154550077
2025-04-23 22:00:00,1030,22,23,2,0,False,False,False,False,True,0.5083884087442807
2025-04-23 22:00:00,294,22,23,2,0,False,False,False,True,False,0.13421453990849008
2025-04-23 22:00:00,80,22,23,2,0,False,False,True,False,False,0.025419420437214034
2025-04-23 22:00:00,1595,22,23,2,0,False,True,False,False,False,0.7956278596847992
2025-04-23 23:00:00,149,23,23,2,0,True,False,False,False,False,0.06049822064056939
2025-04-23 23:00:00,598,23,23,2,0,False,False,False,False,True,0.28876461616675136
2025-04-23 23:00:00,236,23,23,2,0,False,False,False,True,False,0.10472801220132182
2025-04-23 23:00:00,77,23,23,2,0,False,False,True,False,False,0.023894255210981187
2025-04-23 23:00:00,1808,23,23,2,0,False,True,False,False,False,0.903914590747331
2025-04-24 00:00:00,150,0,24,3,0,True,False,False,False,False,0.061006609049313675
2025-04-24 00:00:00,1199,0,24,3,0,False,False,False,False,True,0.5943060498220641
2025-04-24 00:00:00,130,0,24,3,0,False,False,False,True,False,0.05083884087442806
2025-04-24 00:00:00,51,0,24,3,0,False,False,True,False,False,0.010676156583629895
2025-04-24 00:00:00,1974,0,24,3,0,False,True,False,False,False,0.9883070665988817
2025-04-24 01:00:00,193,1,24,3,0,True,False,False,False,False,0.08286731062531776
2025-04-24 01:00:00,648,1,24,3,0,False,False,False,False,True,0.31418403660396543
2025-04-24 01:00:00,236,1,24,3,0,False,False,False,True,False,0.10472801220132182
2025-04-24 01:00:00,85,1,24,3,0,False,False,True,False,False,0.027961362480935434
2025-04-24 01:00:00,1228,1,24,3,0,False,True,False,False,False,0.6090493136756482
2025-04-24 02:00:00,134,2,24,3,0,True,False,False,False,False,0.05287239450940518
2025-04-24 02:00:00,1268,2,24,3,0,False,False,False,False,True,0.6293848500254194
2025-04-24 02:00:00,128,2,24,3,0,False,False,False,True,False,0.0498220640569395
2025-04-24 02:00:00,31,2,24,3,0,False,False,True,False,False,0.0005083884087442817
2025-04-24 02:00:00,1863,2,24,3,0,False,True,False,False,False,0.9318759532282664
2025-04-24 03:00:00,169,3,24,3,0,True,False,False,False,False,0.07066598881545501
2025-04-24 03:00:00,1294,3,24,3,0,False,False,False,False,True,0.6426029486527708
2025-04-24 03:00:00,205,3,24,3,0,False,False,False,True,False,0.08896797153024912
2025-04-24 03:00:00,47,3,24,3,0,False,False,True,False,False,0.008642602948652772
2025-04-24 03:00:00,1879,3,24,3,0,False,True,False,False,False,0.9400101677681749
2025-04-24 04:00:00,196,4,24,3,0,True,False,False,False,False,0.08439247585155059
2025-04-24 04:00:00,1168,4,24,3,0,False,False,False,False,True,0.5785460091509914
2025-04-24 04:00:00,293,4,24,3,0,False,False,False,True,False,0.13370615149974582
2025-04-24 04:00:00,81,4,24,3,0,False,False,True,False,False,0.025927808845958314
2025-04-24 04:00:00,1779,4,24,3,0,False,True,False,False,False,0.8891713268937469
2025-04-24 05:00:00,168,5,24,3,0,True,False,False,False,False,0.07015760040671074
2025-04-24 05:00:00,1395,5,24,3,0,False,False,False,False,True,0.693950177935943
2025-04-24 05:00:00,186,5,24,3,0,False,False,False,True,False,0.07930859176410779
2025-04-24 05:00:00,82,5,24,3,0,False,False,True,False,False,0.026436197254702594
2025-04-24 05:00:00,1056,5,24,3,0,False,True,False,False,False,0.5216065073716319
2025-04-24 06:00:00,160,6,24,3,0,True,False,False,False,False,0.0660904931367565
2025-04-24 06:00:00,942,6,24,3,0,False,False,False,False,True,0.4636502287747839
2025-04-24 06:00:00,164,6,24,3,0,False,False,False,True,False,0.06812404677173362
2025-04-24 06:00:00,83,6,24,3,0,False,False,True,False,False,0.026944585663446874
2025-04-24 06:00:00,1418,6,24,3,0,False,True,False,False,False,0.7056431113370616
2025-04-24 07:00:00,160,7,24,3,0,True,False,False,False,False,0.0660904931367565
2025-04-24 07:00:00,543,7,24,3,0,False,False,False,False,True,0.2608032536858159
2025-04-24 07:00:00,221,7,24,3,0,False,False,False,True,False,0.09710218607015761
2025-04-24 07:00:00,33,7,24,3,0,False,False,True,False,False,0.0015251652262328417
2025-04-24 07:00:00,1311,7,24,3,0,False,True,False,False,False,0.6512455516014235
2025-04-24 08:00:00,129,8,24,3,0,True,False,False,False,False,0.05033045246568379
2025-04-24 08:00:00,971,8,24,3,0,False,False,False,False,True,0.47839349262836806
2025-04-24 08:00:00,172,8,24,3,0,False,False,False,True,False,0.07219115404168785
2025-04-24 08:00:00,87,8,24,3,0,False,False,True,False,False,0.028978139298423994
2025-04-24 08:00:00,1250,8,24,3,0,False,True,False,False,False,0.6202338586680224
2025-04-24 09:00:00,101,9,24,3,0,True,False,False,False,False,0.03609557702084392
2025-04-24 09:00:00,739,9,24,3,0,False,False,False,False,True,0.36044738179969493
2025-04-24 09:00:00,233,9,24,3,0,False,False,False,True,False,0.10320284697508897
2025-04-24 09:00:00,85,9,24,3,0,False,False,True,False,False,0.027961362480935434
2025-04-24 09:00:00,1929,9,24,3,0,False,True,False,False,False,0.9654295882053889
2025-04-24 10:00:00,197,10,24,3,0,True,False,False,False,False,0.08490086426029488
2025-04-24 10:00:00,1199,10,24,3,0,False,False,False,False,True,0.5943060498220641
2025-04-24 10:00:00,157,10,24,3,0,False,False,False,True,False,0.06456532791052365
2025-04-24 10:00:00,68,10,24,3,0,False,False,True,False,False,0.01931875953228266
2025-04-24 10:00:00,1220,10,24,3,0,False,True,False,False,False,0.604982206405694
2025-04-24 11:00:00,155,11,24,3,0,True,False,False,False,False,0.06354855109303509
2025-04-24 11:00:00,509,11,24,3,0,False,False,False,False,True,0.2435180477885104
2025-04-24 11:00:00,124,11,24,3,0,False,False,False,True,False,0.04778851042196238
2025-04-24 11:00:00,33,11,24,3,0,False,False,True,False,False,0.0015251652262328417
2025-04-24 11:00:00,1954,11,24,3,0,False,True,False,False,False,0.9781392984239959
2025-04-24 12:00:00,120,12,24,3,0,True,False,False,False,False,0.045754956786985254
2025-04-24 12:00:00,1481,12,24,3,0,False,False,False,False,True,0.7376715810879513
2025-04-24 12:00:00,156,12,24,3,0,False,False,False,True,False,0.06405693950177936
2025-04-24 12:00:00,56,12,24,3,0,False,False,True,False,False,0.013218098627351295
2025-04-24 12:00:00,1611,12,24,3,0,False,True,False,False,False,0.8037620742247077
2025-04-24 13:00:00,143,13,24,3,0,True,False,False,False,False,0.05744789018810371
2025-04-24 13:00:00,740,13,24,3,0,False,False,False,False,True,0.3609557702084392
2025-04-24 13:00:00,251,13,24,3,0,False,False,False,True,False,0.11235383833248602
2025-04-24 13:00:00,33,13,24,3,0,False,False,True,False,False,0.0015251652262328417
2025-04-24 13:00:00,1680,13,24,3,0,False,True,False,False,False,0.8388408744280631
2025-04-24 14:00:00,122,14,24,3,0,True,False,False,False,False,0.046771733604473814
2025-04-24 14:00:00,587,14,24,3,0,False,False,False,False,True,0.2831723436705643
2025-04-24 14:00:00,161,14,24,3,0,False,False,False,True,False,0.06659888154550077
2025-04-24 14:00:00,87,14,24,3,0,False,False,True,False,False,0.028978139298423994
2025-04-24 14:00:00,1856,14,24,3,0,False,True,False,False,False,0.9283172343670565
2025-04-24 15:00:00,134,15,24,3,0,True,False,False,False,False,0.05287239450940518
2025-04-24 15:00:00,1279,15,24,3,0,False,False,False,False,True,0.6349771225216065
2025-04-24 15:00:00,209,15,24,3,0,False,False,False,True,False,0.09100152516522624
2025-04-24 15:00:00,51,15,24,3,0,False,False,True,False,False,0.010676156583629895
2025-04-24 15:00:00,1747,15,24,3,0,False,True,False,False,False,0.8729028978139299
2025-04-24 16:00:00,173,16,24,3,0,True,False,False,False,False,0.07269954245043214
2025-04-24 16:00:00,616,16,24,3,0,False,False,False,False,True,0.2979156075241484
2025-04-24 16:00:00,267,16,24,3,0,False,False,False,True,False,0.12048805287239453
2025-04-24 16:00:00,49,16,24,3,0,False,False,True,False,False,0.009659379766141332
2025-04-24 16:00:00,1377,16,24,3,0,False,True,False,False,False,0.6847991865785461
2025-04-24 17:00:00,130,17,24,3,0,True,False,False,False,False,0.05083884087442806
2025-04-24 17:00:00,1324,17,24,3,0,False,False,False,False,True,0.6578546009150992
